record_identifier,issue_type,issue_detail,action_taken
ORD012339,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012443,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012451,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012470,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012478,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012496,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012498,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012504,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012518,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012519,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012567,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012568,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012596,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012653,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012657,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012695,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012727,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012760,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012768,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012776,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012821,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012861,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012890,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012894,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012908,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012974,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD013035,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD013038,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD013040,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD013062,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD013069,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD013077,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD013131,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD013204,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD013235,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD013251,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD013271,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD013288,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD013299,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD013401,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD013551,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD013598,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD013615,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD013711,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD013804,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD013840,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD013980,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD014002,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD014004,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD014029,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD014182,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD014261,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD014303,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD014304,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD014375,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD014462,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD014484,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD014485,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD014503,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD014582,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD014652,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD014711,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD014734,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD014756,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD014786,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD014829,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD014872,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD014879,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD014912,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD014969,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD014977,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD014982,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015022,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015047,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015051,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015168,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015205,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015217,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015284,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015329,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015347,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015349,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015373,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015397,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015423,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015479,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015530,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015544,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015579,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015609,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015646,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015708,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015716,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015720,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015749,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015795,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015799,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015805,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD015831,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016025,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016049,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016058,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016080,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016115,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016136,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016162,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016180,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016258,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016261,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016330,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016340,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016348,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016379,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016401,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016411,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016424,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016441,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016449,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016451,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016480,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016492,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016496,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016568,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016598,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016618,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016722,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016756,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016761,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016820,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD016850,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017021,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017079,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017090,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017093,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017133,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017137,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017153,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017223,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017268,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017275,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017285,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017328,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017365,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017400,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017499,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017518,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017526,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017534,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017561,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017629,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017683,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017688,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017744,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017747,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017783,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017788,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017839,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017885,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017890,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017891,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017895,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017899,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD017991,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018008,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018043,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018066,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018067,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018090,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018149,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018211,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018244,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018294,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018306,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018368,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018448,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018476,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018482,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018486,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018507,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018517,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018518,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018554,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018604,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018644,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018695,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018737,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018756,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018758,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018795,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018823,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018832,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018906,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD018914,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD019001,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD019027,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD019073,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD019089,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD019346,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003801,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD019422,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD019426,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD019443,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD019507,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD019606,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD019620,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD019644,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD019660,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD019697,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD019785,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD019855,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD019904,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD019935,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD019970,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020014,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020017,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020133,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020208,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020241,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020255,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020321,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020365,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020399,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020465,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020469,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020514,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020566,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020573,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020595,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020598,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020605,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020643,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020750,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020826,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020832,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020836,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020842,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020863,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020864,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020889,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020904,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020934,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020937,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020952,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020971,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020983,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD020993,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021071,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021104,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021148,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021165,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021167,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021181,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021273,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021274,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021310,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021379,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021419,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021496,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021530,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021538,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021567,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021569,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021637,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021643,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021652,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021656,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021660,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021663,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021681,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021683,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021686,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021690,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021692,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021705,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021731,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021822,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021829,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021863,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021901,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021934,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021938,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD021968,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022011,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022030,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022052,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022079,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022097,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022157,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022162,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022181,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022232,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022276,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022322,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022326,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022331,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022340,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022363,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022366,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022369,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022381,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022393,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022407,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022420,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022456,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022487,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022518,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022578,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022587,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022644,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022657,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022678,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022814,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022824,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022835,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022884,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD022935,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023076,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023086,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023130,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023157,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023158,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023170,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023178,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023244,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023253,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023264,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023269,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023356,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023454,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023531,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023555,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023557,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023579,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023580,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023586,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023641,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023670,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023684,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023734,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023900,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023919,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD023943,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD024092,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD024093,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD024108,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD024127,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD024140,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD024169,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD024263,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD024312,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD024348,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD024372,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD024383,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD024386,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD024457,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD024496,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD024540,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD024619,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD024683,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD024689,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD024692,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD024727,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD024734,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD024750,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD024850,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD024962,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD024968,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025027,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025039,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025045,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025053,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025077,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025108,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025114,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025118,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025425,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025441,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025470,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025552,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025601,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025626,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025653,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025681,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025714,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025737,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025786,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025795,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025832,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025845,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025852,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025879,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025882,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025922,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025944,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025969,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD025977,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026019,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026046,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026069,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026084,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026092,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026146,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026212,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026241,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026264,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026277,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026299,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026317,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026394,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026420,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026436,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026486,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026508,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026541,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026547,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026548,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026596,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026734,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026739,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026746,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026865,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026870,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026883,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026911,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD026989,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027026,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027032,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027059,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027091,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027104,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027107,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027115,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027124,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027142,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027153,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027227,MISSING_VALUE,Missing discount_pct,IMPUTED
